EventId,Type,Severity,Date,LocationLat,LocationLng,City,State
381,Rain,Light,2017-01-15,34.1681,-101.7173,Plainview,TX
382,Fog,Moderate,2017-01-16,40.3552,-79.9214,West Mifflin,PA
383,Rain,Light,2017-01-17,31.3097,-95.4039,Crockett,TX
384,Rain,Moderate,2017-01-18,29.6223,-95.6565,Sugar Land,TX
385,Rain,Light,2017-01-19,33.9228,-118.3352,Hawthorne,CA
386,Rain,Moderate,2017-01-20,41.7837,-124.238,Crescent City,CA
387,Fog,Severe,2017-01-21,40.2184,-76.8552,New Cumberland,PA
388,Rain,Light,2017-01-22,47.6828,-117.3226,Spokane,WA
389,Rain,Heavy,2017-01-23,25.995,-81.6725,Naples,FL
390,Rain,Moderate,2017-01-24,41.6875,-69.9933,Chatham,MA
391,Snow,Light,2017-01-25,37.9538,-107.9085,Telluride,CO
392,Fog,Moderate,2017-01-26,48.3552,-122.6635,Oak Harbor,WA
393,Snow,Light,2017-01-27,40.0853,-78.5122,Bedford,PA
394,Fog,Moderate,2017-01-28,46.56399999999999,-120.5348,Yakima,WA
395,Snow,Light,2017-01-29,44.6509,-73.4681,Plattsburgh,NY
396,Snow,Light,2017-01-30,40.5704,-75.4894,Allentown,PA
397,Rain,Light,2017-01-31,42.1208,-87.9047,Wheeling,IL
398,Fog,Moderate,2017-02-01,33.9753,-117.6361,Ontario,CA
399,Fog,Moderate,2017-02-02,34.2001,-119.2041,Oxnard,CA
400,Fog,Moderate,2017-02-03,47.3076,-119.5159,Ephrata,WA
401,Snow,Light,2017-02-04,47.2765,-121.3382,Enumclaw,WA
402,Snow,Light,2017-02-05,47.6214,-117.5278,Spokane,WA
403,Snow,Moderate,2017-02-06,48.1219,-123.5066,Port Angeles,WA
404,Snow,Light,2017-02-07,42.7126,-71.1255,North Andover,MA
405,Rain,Light,2017-02-08,33.9486,-83.3263,Athens,GA
406,Rain,Light,2017-02-09,46.0946,-118.2858,Walla Walla,WA
407,Precipitation,UNK,2017-02-10,38.7242,-120.7533,Placerville,CA
408,Fog,Moderate,2017-02-11,32.719,-98.891,Breckenridge,TX
409,Snow,Moderate,2017-02-12,41.5092,-74.265,Montgomery,NY
410,Fog,Severe,2017-02-13,42.0744,-70.2182,Provincetown,MA
411,Fog,Severe,2017-02-14,37.89,-121.2264,Stockton,CA
412,Rain,Light,2017-02-15,41.6584,-70.5214,Sandwich,MA
413,Rain,Light,2017-02-16,38.2667,-121.95,Travis Afb,CA
414,Cold,Severe,2017-02-17,35.6656,-121.2847,San Simeon,CA
415,Rain,Moderate,2017-02-18,32.5723,-116.9802,San Diego,CA
416,Fog,Severe,2017-02-19,30.4833,-86.5254,Eglin Afb,FL
417,Rain,Light,2017-02-20,33.6011,-97.7735,Bowie,TX
418,Fog,Moderate,2017-02-21,29.3009,-81.111,Ormond Beach,FL
419,Rain,Moderate,2017-02-22,30.0644,-85.5637,Panama City,FL
420,Fog,Severe,2017-02-23,39.6443,-106.9144,Gypsum,CO
421,Snow,Light,2017-02-24,39.1342,-108.54,Grand Junction,CO
422,Snow,Light,2017-02-25,39.32,-120.1396,Truckee,CA
423,Rain,Light,2017-02-26,33.0375,-116.9158,Ramona,CA
424,Fog,Severe,2017-02-27,32.699,-94.9489,Gilmer,TX
425,Fog,Severe,2017-02-28,30.3564,-87.3233,Pensacola,FL
426,Rain,Light,2017-03-01,42.1078,-77.9842,Wellsville,NY
427,Fog,Moderate,2017-03-02,39.32,-120.1396,Truckee,CA
428,Fog,Moderate,2017-03-03,35.2805,-116.63,Fort Irwin,CA
429,Snow,Light,2017-03-04,46.9733,-122.9033,Tumwater,WA
430,Rain,Light,2017-03-05,32.699,-94.9489,Gilmer,TX
431,Snow,Light,2017-03-06,47.9375,-124.555,Forks,WA
432,Rain,Light,2017-03-07,42.2706,-71.8731,Worcester,MA
433,Cold,Severe,2017-03-08,32.9667,-82.8382,Sandersville,GA
434,Rain,Light,2017-03-09,29.908,-96.95,La Grange,TX
435,Fog,Severe,2017-03-10,41.8756,-71.0211,East Taunton,MA
436,Snow,Light,2017-03-11,42.5926,-76.2149,Cortland,NY
437,Rain,Light,2017-03-12,30.5069,-86.9597,Eglin AFB,FL
438,Rain,Light,2017-03-13,32.9322,-96.4348,Rockwall,TX
439,Fog,Severe,2017-03-14,42.6439,-77.053,Penn Yan,NY
440,Rain,Light,2017-03-15,47.9233,-122.2831,Mukilteo,WA
441,Snow,Light,2017-03-16,42.4932,-79.2762,Dunkirk,NY
442,Rain,Light,2017-03-17,37.1824,-88.7489,Metropolis,IL
443,Rain,Light,2017-03-18,47.1377,-122.4765,McChord AFB,WA
444,Snow,Heavy,2017-03-19,39.7341,-77.4304,Fairfield,PA
445,Rain,Light,2017-03-20,40.9233,-88.6213,Pontiac,IL
446,Rain,Light,2017-03-21,38.6676,-121.4006,McClellan,CA
447,Fog,Severe,2017-03-22,28.9562,-98.5184,Pleasanton,TX
448,Snow,Light,2017-03-23,37.2863,-107.056,Pagosa Springs,CO
449,Rain,Light,2017-03-24,47.0792,-122.5808,Tacoma,WA
450,Rain,Moderate,2017-03-25,30.3567,-95.4139,Conroe,TX
451,Rain,Light,2017-03-26,35.81800000000001,-83.9857,Alcoa,TN
452,Rain,Moderate,2017-03-27,42.2706,-71.8731,Worcester,MA
453,Snow,Light,2017-03-28,37.9538,-107.9085,Telluride,CO
454,Rain,Light,2017-03-29,40.779,-73.9692,New York,NY
455,Fog,Severe,2017-03-30,30.7285,-87.0219,Milton,FL
456,Rain,Moderate,2017-03-31,40.1206,-76.2945,Lititz,PA
457,Fog,Severe,2017-04-01,40.1743,-103.2146,Akron,CO
458,Rain,Heavy,2017-04-02,29.3665,-100.7847,Del Rio,TX
459,Rain,Light,2017-04-03,31.6839,-83.2709,Fitzgerald,GA
460,Rain,Light,2017-04-04,31.8872,-81.5624,Fort Stewart,GA
461,Rain,Light,2017-04-05,39.4743,-88.2723,Mattoon,IL
462,Rain,Light,2017-04-06,32.6091,-82.3699,Swainsboro,GA
463,Snow,Light,2017-04-07,41.6258,-80.2123,Meadville,PA
464,Snow,Light,2017-04-08,37.624,-118.838,Mammoth Lakes,CA
465,Snow,Light,2017-04-09,39.4752,-106.1523,Breckenridge,CO
466,Rain,Light,2017-04-10,41.0231,-89.3885,Lacon,IL
467,Rain,Moderate,2017-04-11,28.6516,-96.682,Port Lavaca,TX
468,Rain,Light,2017-04-12,36.3712,-82.1734,Elizabethton,TN
469,Rain,Light,2017-04-13,30.7285,-87.0219,Milton,FL
470,Rain,Light,2017-04-14,47.1039,-122.2872,Puyallup,WA
471,Fog,Moderate,2017-04-15,33.9753,-117.6361,Ontario,CA
472,Rain,Light,2017-04-16,41.4316,-88.4152,Saratoga,IL
473,Rain,Light,2017-04-17,29.3665,-100.7847,Del Rio,TX
474,Fog,Severe,2017-04-18,33.2544,-97.5806,Decatur,TX
475,Fog,Severe,2017-04-19,31.5401,-82.5074,Alma,GA
476,Rain,Light,2017-04-20,40.6392,-73.7639,Jamaica,NY
477,Rain,Light,2017-04-21,46.0946,-118.2858,Walla Walla,WA
478,Rain,Light,2017-04-22,38.5452,-89.8352,Scott Air Force Base,IL
479,Rain,Light,2017-04-23,26.2464,-80.111,Pompano Beach,FL
480,Fog,Severe,2017-04-24,40.9596,-72.2519,Wainscott,NY
481,Rain,Light,2017-04-25,46.9727,-123.9302,Hoquiam,WA
482,Rain,Light,2017-04-26,33.6366,-95.4507,Paris,TX
483,Fog,Severe,2017-04-27,41.8756,-71.0211,East Taunton,MA
484,Fog,Severe,2017-04-28,34.594,-83.296,Toccoa,GA
485,Rain,Light,2017-04-29,41.1795,-78.8933,Reynoldsville,PA
486,Rain,Light,2017-04-30,38.564,-90.1487,East Saint Louis,IL
487,Snow,Light,2017-05-01,39.4752,-106.1523,Breckenridge,CO
488,Rain,Heavy,2017-05-02,42.4269,-73.289,Pittsfield,MA
489,Fog,Moderate,2017-05-03,29.1735,-81.0719,Daytona Beach,FL
490,Rain,Light,2017-05-04,30.7311,-86.1538,Defuniak Springs,FL
491,Rain,Light,2017-05-05,30.7285,-87.0219,Milton,FL
492,Rain,Light,2017-05-06,40.8534,-77.8401,State College,PA
493,Rain,Light,2017-05-07,35.4344,-119.0542,Bakersfield,CA
494,Rain,Light,2017-05-08,40.6499,-75.4477,Catasauqua,PA
495,Rain,Moderate,2017-05-09,39.8466,-104.6562,Denver,CO
496,Fog,Severe,2017-05-10,39.4256,-107.3792,Glenwood Springs,CO
497,Rain,Light,2017-05-11,40.0324,-88.2755,Tolono,IL
498,Fog,Moderate,2017-05-12,36.0296,-119.0627,Porterville,CA
499,Rain,Moderate,2017-05-13,40.0789,-75.0134,Philadelphia,PA
500,Fog,Moderate,2017-05-14,37.5136,-122.4996,Half Moon Bay,CA
501,Fog,Severe,2017-05-15,36.0528,-85.5359,Sparta,TN
502,Rain,Light,2017-05-16,48.52,-123.0264,Friday Harbor,WA
503,Rain,Heavy,2017-05-17,27.6556,-80.4179,Vero Beach,FL
504,Fog,Moderate,2017-05-18,33.912,-84.941,Dallas,GA
505,Snow,Moderate,2017-05-19,40.0503,-105.5839,Bald Mountain,CO
506,Rain,Light,2017-05-20,29.5337,-98.4698,San Antonio,TX
507,Rain,Light,2017-05-21,29.5337,-98.4698,San Antonio,TX
508,Rain,Light,2017-05-22,32.1441,-94.8539,Henderson,TX
509,Rain,Light,2017-05-23,32.6809,-96.8682,Dallas,TX
510,Rain,Light,2017-05-24,30.4833,-86.5254,Eglin Afb,FL
511,Rain,Light,2017-05-25,40.7012,-74.009,New York,NY
512,Rain,Light,2017-05-26,39.2733,-103.6674,Limon,CO
513,Fog,Severe,2017-05-27,41.7432,-89.6655,Rock Falls,IL
514,Rain,Light,2017-05-28,33.227,-84.275,Griffin,GA
515,Rain,Heavy,2017-05-29,33.9154,-84.5163,Marietta,GA
516,Rain,Light,2017-05-30,34.3122,-84.4222,Ball Ground,GA
517,Rain,Light,2017-05-31,27.8947,-98.0425,Orange Grove,TX
518,Rain,Light,2017-06-01,46.7438,-117.1158,Pullman,WA
519,Fog,Severe,2017-06-02,38.4844,-106.3169,Gunnison,CO
520,Fog,Moderate,2017-06-03,41.7713,-88.4815,Sugar Grove,IL
521,Rain,Light,2017-06-04,30.7285,-87.0219,Milton,FL
522,Rain,Light,2017-06-05,34.3478,-85.1611,Rome,GA
523,Rain,Heavy,2017-06-06,26.5381,-81.7567,Fort Myers,FL
524,Rain,Light,2017-06-07,27.9889,-82.0186,Lakeland,FL
525,Fog,Severe,2017-06-08,31.8331,-104.8098,Salt Flat,TX
526,Fog,Severe,2017-06-09,36.6169,-87.4117,Clarksville,TN
527,Rain,Light,2017-06-10,40.3149,-78.8307,Johnstown,PA
528,Fog,Severe,2017-06-11,29.8958,-97.8664,Maxwell,TX
529,Cold,Severe,2017-06-12,33.286,-117.456,Camp Pendleton,CA
530,Rain,Light,2017-06-13,31.5365,-84.1957,Albany,GA
531,Fog,Severe,2017-06-14,32.8157,-117.1396,San Diego,CA
532,Rain,Light,2017-06-15,40.3149,-78.8307,Johnstown,PA
533,Rain,Light,2017-06-16,41.7837,-124.238,Crescent City,CA
534,Rain,Light,2017-06-17,33.9829,-83.6674,Winder,GA
535,Rain,Light,2017-06-18,33.631,-85.152,Carrollton,GA
536,Rain,Light,2017-06-19,26.5381,-81.7567,Fort Myers,FL
537,Cold,Severe,2017-06-20,35.6656,-121.2847,San Simeon,CA
538,Rain,Light,2017-06-21,31.4767,-82.8606,Douglas,GA
539,Rain,Light,2017-06-22,40.0853,-78.5122,Bedford,PA
540,Rain,Light,2017-06-23,44.6509,-73.4681,Plattsburgh,NY
541,Rain,Heavy,2017-06-24,29.9844,-95.3607,Houston,TX
542,Rain,Light,2017-06-25,28.7797,-81.2436,Sanford,FL
543,Cold,Severe,2017-06-26,32.563,-117.1109,Imperial Beach,CA
544,Rain,Light,2017-06-27,29.6917,-82.27600000000002,Gainesville,FL
545,Rain,Moderate,2017-06-28,41.4482,-90.5236,Milan,IL
546,Rain,Light,2017-06-29,27.0716,-82.4403,Venice,FL
547,Fog,Moderate,2017-06-30,27.7409,-98.0269,Alice,TX
548,Rain,Light,2017-07-01,31.1525,-97.4078,Temple,TX
549,Rain,Light,2017-07-02,26.6851,-80.0992,West Palm Beach,FL
550,Rain,Light,2017-07-03,27.9889,-82.0186,Lakeland,FL
551,Rain,Light,2017-07-04,32.7403,-95.4945,Mineola,TX
552,Rain,Light,2017-07-05,31.3824,-103.5107,Pecos,TX
553,Rain,Light,2017-07-06,34.3478,-85.1611,Rome,GA
554,Rain,Light,2017-07-07,32.5832,-96.7209,Southwest Dallas,TX
555,Rain,Light,2017-07-08,31.4767,-82.8606,Douglas,GA
556,Rain,Light,2017-07-09,37.2622,-104.3318,Trinidad,CO
557,Precipitation,UNK,2017-07-10,31.5778,-94.7094,Nacogdoches,TX
558,Rain,Moderate,2017-07-11,33.3644,-81.9633,Augusta,GA
559,Rain,Light,2017-07-12,39.7341,-77.4304,Fairfield,PA
560,Rain,Heavy,2017-07-13,30.1838,-82.5684,Lake City,FL
561,Fog,Severe,2017-07-14,39.7945,-105.7639,Granby,CO
562,Fog,Severe,2017-07-15,40.9329,-90.4334,Galesburg,IL
563,Rain,Moderate,2017-07-16,40.1589,-89.3389,Lincoln,IL
564,Rain,Light,2017-07-17,39.7945,-105.7639,Granby,CO
565,Rain,Light,2017-07-18,30.0692,-93.8036,Orange,TX
566,Rain,Light,2017-07-19,34.257,-111.339,Payson,AZ
567,Rain,Light,2017-07-20,26.9688,-99.2489,Zapata,TX
568,Cold,Severe,2017-07-21,30.3925,-97.5621,Manor,TX
569,Rain,Heavy,2017-07-22,40.4814,-80.2083,Pittsburgh,PA
570,Rain,Light,2017-07-23,32.6091,-82.3699,Swainsboro,GA
571,Rain,Light,2017-07-24,37.9538,-107.9085,Telluride,CO
572,Rain,Light,2017-07-25,32.1927,-82.3712,Vidalia,GA
573,Rain,Moderate,2017-07-26,40.6499,-75.4477,Catasauqua,PA
574,Rain,Light,2017-07-27,28.0614,-81.7568,Winter Haven,FL
575,Fog,Severe,2017-07-28,42.1078,-77.9842,Wellsville,NY
576,Rain,Light,2017-07-29,26.1554,-81.7746,Naples,FL
577,Rain,Light,2017-07-30,34.2686,-110.002,Show Low,AZ
578,Rain,Light,2017-07-31,30.5857,-100.6486,Sonora,TX
579,Rain,Light,2017-08-01,32.8875,-112.72,Gila Bend,AZ
580,Fog,Moderate,2017-08-02,33.9753,-117.6361,Ontario,CA
581,Rain,Moderate,2017-08-03,28.6516,-96.682,Port Lavaca,TX
582,Rain,Light,2017-08-04,40.9329,-90.4334,Galesburg,IL
583,Rain,Light,2017-08-05,32.567,-84.251,Butler,GA
584,Fog,Severe,2017-08-06,33.0062,-85.0661,Lagrange,GA
585,Rain,Moderate,2017-08-07,30.3207,-97.7601,Austin,TX
586,Rain,Light,2017-08-08,32.5633,-82.9854,Dublin,GA
587,Fog,Moderate,2017-08-09,33.286,-117.456,Camp Pendleton,CA
588,Rain,Light,2017-08-10,31.8872,-81.5624,Fort Stewart,GA
589,Fog,Severe,2017-08-11,41.7837,-124.238,Crescent City,CA
590,Precipitation,UNK,2017-08-12,32.6809,-96.8682,Dallas,TX
591,Rain,Light,2017-08-13,46.5667,-119.6,Hanford Site,WA
592,Rain,Light,2017-08-14,32.4208,-99.8546,Dyess AFB,TX
593,Rain,Light,2017-08-15,30.3934,-86.4674,Destin,FL
594,Rain,Light,2017-08-16,41.7016,-74.795,Bethel,NY
595,Rain,Light,2017-08-17,31.618,-97.2283,Waco,TX
596,Rain,Moderate,2017-08-18,44.0556,-75.7195,Fort Drum,NY
597,Fog,Severe,2017-08-19,40.5146,-122.2977,Redding,CA
598,Rain,Light,2017-08-20,34.4275,-100.2833,Childress,TX
599,Fog,Moderate,2017-08-21,30.3564,-95.008,Cleveland,TX
600,Rain,Light,2017-08-22,41.5092,-74.265,Montgomery,NY
601,Rain,Light,2017-08-23,27.4014,-82.5586,Sarasota,FL
602,Rain,Light,2017-08-24,25.6423,-80.4347,Miami,FL
603,Rain,Light,2017-08-25,40.7735,-80.3825,Beaver Falls,PA
604,Rain,Light,2017-08-26,30.2189,-96.3742,Brenham,TX
605,Rain,Light,2017-08-27,30.5881,-96.3639,College Station,TX
606,Rain,Light,2017-08-28,41.4316,-88.4152,Saratoga,IL
607,Rain,Light,2017-08-29,37.4514,-106.8003,Creede,CO
608,Rain,Light,2017-08-30,32.567,-84.251,Butler,GA
609,Cold,Severe,2017-08-31,40.7769,-79.9497,Butler,PA
610,Fog,Severe,2017-09-01,32.6922,-117.2098,San Diego,CA
611,Rain,Light,2017-09-02,26.4338,-81.4014,Immokalee,FL
612,Rain,Moderate,2017-09-03,44.0556,-75.7195,Fort Drum,NY
613,Rain,Light,2017-09-04,30.7285,-87.0219,Milton,FL
614,Fog,Severe,2017-09-05,46.2696,-119.1181,Pasco,WA
615,Rain,Moderate,2017-09-06,28.7797,-81.2436,Sanford,FL
616,Rain,Light,2017-09-07,42.94,-78.736,Buffalo,NY
617,Fog,Moderate,2017-09-08,32.1638,-95.8284,Athens,TX
618,Fog,Moderate,2017-09-09,38.7869,-108.0658,Delta,CO
619,Rain,Moderate,2017-09-10,26.199,-80.1776,Fort Lauderdale,FL
620,Rain,Light,2017-09-11,32.6401,-83.5918,Warner Robins,GA
621,Fog,Severe,2017-09-12,42.57,-72.2869,Orange,MA
622,Rain,Light,2017-09-13,38.7213,-88.1799,Noble,IL
623,Fog,Moderate,2017-09-14,32.9322,-96.4348,Rockwall,TX
624,Snow,Light,2017-09-15,38.4844,-106.3169,Gunnison,CO
625,Fog,Severe,2017-09-16,41.6875,-69.9933,Chatham,MA
626,Rain,Light,2017-09-17,37.2622,-104.3318,Trinidad,CO
627,Rain,Light,2017-09-18,37.0639,-89.2232,Cairo,IL
628,Fog,Severe,2017-09-19,29.505,-95.4765,Rosharon,TX
629,Rain,Light,2017-09-20,36.1189,-86.6892,Nashville,TN
630,Fog,Severe,2017-09-21,28.4739,-82.4537,Brooksville,FL
631,Rain,Moderate,2017-09-22,41.6875,-69.9933,Chatham,MA
632,Rain,Light,2017-09-23,29.3842,-98.5811,Jbsa Lackland,TX
633,Fog,Severe,2017-09-24,42.0983,-70.6722,Marshfield,MA
634,Rain,Light,2017-09-25,32.4113,-99.6819,Abilene,TX
635,Rain,Light,2017-09-26,46.9727,-123.9302,Hoquiam,WA
636,Rain,Light,2017-09-27,40.0378,-105.2274,Boulder,CO
637,Fog,Moderate,2017-09-28,29.1735,-81.0719,Daytona Beach,FL
638,Rain,Light,2017-09-29,24.5571,-81.7554,Key West,FL
639,Rain,Light,2017-09-30,48.1585,-122.1591,Arlington,WA
640,Rain,Light,2017-10-01,35.8929,-100.4046,Canadian,TX
641,Snow,Moderate,2017-10-02,39.2299,-106.8705,Aspen,CO
642,Fog,Severe,2017-10-03,39.7945,-105.7639,Granby,CO
643,Rain,Light,2017-10-04,30.5271,-98.3588,Llano South,TX
644,Rain,Light,2017-10-05,39.6391,-90.7818,Pittsfield,IL
645,Rain,Light,2017-10-06,40.6392,-73.7639,Jamaica,NY
646,Rain,Moderate,2017-10-07,41.4316,-88.4152,Saratoga,IL
647,Rain,Light,2017-10-08,40.5704,-75.4894,Allentown,PA
648,Rain,Light,2017-10-09,43.3504,-76.3832,Fulton,NY
649,Fog,Moderate,2017-10-10,29.1637,-82.221,Ocala,FL
650,Rain,Light,2017-10-11,38.5452,-89.8352,Scott Air Force Base,IL
651,Fog,Severe,2017-10-12,33.6514,-97.1969,Muenster,TX
652,Fog,Severe,2017-10-13,46.4772,-122.8065,Toledo,WA
653,Fog,Severe,2017-10-14,39.7341,-77.4304,Fairfield,PA
654,Fog,Severe,2017-10-15,27.5031,-97.8117,Kingsville,TX
655,Rain,Light,2017-10-16,39.9889,-75.5803,West Chester,PA
656,Fog,Moderate,2017-10-17,36.78,-119.7194,Fresno,CA
657,Fog,Severe,2017-10-18,40.4518,-105.0113,Loveland,CO
658,Rain,Moderate,2017-10-19,47.4903,-122.7648,Port Orchard,WA
659,Rain,Light,2017-10-20,30.3564,-95.008,Cleveland,TX
660,Rain,Light,2017-10-21,46.7438,-117.1158,Pullman,WA
661,Rain,Light,2017-10-22,42.0454,-90.1101,Savanna,IL
662,Rain,Light,2017-10-23,29.1637,-82.221,Ocala,FL
663,Fog,Severe,2017-10-24,36.3135,-119.3884,Visalia,CA
664,Cold,Severe,2017-10-25,47.5455,-122.3147,Seattle,WA
665,Rain,Light,2017-10-26,42.0744,-70.2182,Provincetown,MA
666,Rain,Light,2017-10-27,32.0843,-97.0958,Hillsboro,TX
667,Rain,Light,2017-10-28,30.3935,-84.3513,Tallahassee,FL
668,Fog,Moderate,2017-10-29,32.8274,-116.9737,El Cajon,CA
669,Rain,Moderate,2017-10-30,41.8756,-71.0211,East Taunton,MA
670,Rain,Light,2017-10-31,32.6934,-100.9505,Snyder,TX
671,Rain,Light,2017-11-01,29.908,-96.95,La Grange,TX
672,Fog,Moderate,2017-11-02,41.9875,-87.9319,Bensenville,IL
673,Rain,Light,2017-11-03,39.0136,-87.6485,Palestine,IL
674,Fog,Severe,2017-11-04,34.7434,-118.7253,Lebec,CA
675,Fog,Severe,2017-11-05,41.8906,-89.0817,Rochelle,IL
676,Rain,Light,2017-11-06,37.0639,-89.2232,Cairo,IL
677,Rain,Moderate,2017-11-07,39.9889,-75.5803,West Chester,PA
678,Fog,Severe,2017-11-08,30.7311,-86.1538,Defuniak Springs,FL
679,Rain,Light,2017-11-09,30.1838,-82.5684,Lake City,FL
680,Fog,Moderate,2017-11-10,33.11,-98.5553,Graham,TX
681,Fog,Severe,2017-11-11,38.2132,-122.2807,Napa,CA
682,Fog,Severe,2017-11-12,36.9211,-111.4487,Page,AZ
683,Fog,Moderate,2017-11-13,31.7784,-95.7047,Palestine,TX
684,Rain,Light,2017-11-14,48.1585,-122.1591,Arlington,WA
685,Rain,Light,2017-11-15,37.0639,-89.2232,Cairo,IL
686,Rain,Light,2017-11-16,41.6258,-80.2123,Meadville,PA
687,Fog,Moderate,2017-11-17,32.214,-83.12799999999999,Eastman,GA
688,Fog,Moderate,2017-11-18,29.6917,-82.27600000000002,Gainesville,FL
689,Rain,Light,2017-11-19,36.023,-84.2336,Oak Ridge,TN
690,Rain,Light,2017-11-20,47.1377,-122.4765,McChord AFB,WA
691,Rain,Light,2017-11-21,47.1377,-122.4765,McChord AFB,WA
692,Rain,Light,2017-11-22,47.2381,-123.1408,Shelton,WA
693,Rain,Light,2017-11-23,27.2663,-80.8487,Okeechobee,FL
694,Rain,Light,2017-11-24,28.0614,-81.7568,Winter Haven,FL
695,Fog,Severe,2017-11-25,28.2281,-82.1559,Zephyrhills,FL
696,Rain,Moderate,2017-11-26,47.9233,-122.2831,Mukilteo,WA
697,Snow,Light,2017-11-27,44.3853,-74.2062,Saranac Lake,NY
698,Fog,Moderate,2017-11-28,35.5544,-87.1791,Mount Pleasant,TN
699,Storm,Severe,2017-11-29,37.5011,-105.1669,Blanca,CO
700,Rain,Light,2017-11-30,35.9513,-85.085,Crossville,TN
701,Rain,Heavy,2017-12-01,47.9375,-124.555,Forks,WA
702,Fog,Moderate,2017-12-02,33.8977,-117.6024,Corona,CA
703,Rain,Light,2017-12-03,40.9785,-124.1048,McKinleyville,CA
704,Fog,Moderate,2017-12-04,27.9471,-81.7811,Bartow,FL
705,Rain,Light,2017-12-05,41.672,-70.2697,Hyannis,MA
706,Fog,Severe,2017-12-06,47.1377,-122.4765,McChord AFB,WA
707,Rain,Light,2017-12-07,33.3644,-81.9633,Augusta,GA
708,Rain,Light,2017-12-08,33.5978,-83.1389,Greensboro,GA
709,Rain,Light,2017-12-09,25.9995,-80.2412,Miramar-Pembroke Pines,FL
710,Cold,Severe,2017-12-10,28.5148,-80.7992,Titusville,FL
711,Snow,Light,2017-12-11,43.1167,-77.6767,Rochester,NY
712,Snow,Light,2017-12-12,42.94,-78.736,Buffalo,NY
713,Snow,Light,2017-12-13,40.7344,-73.4164,Farmingdale,NY
714,Snow,Light,2017-12-14,40.7735,-80.3825,Beaver Falls,PA
715,Fog,Severe,2017-12-15,47.2381,-123.1408,Shelton,WA
716,Rain,Light,2017-12-16,25.9146,-97.4231,Brownsville,TX
717,Rain,Light,2017-12-17,31.8612,-106.3692,Fort Bliss,TX
718,Rain,Light,2017-12-18,40.2759,-79.4048,Latrobe,PA
719,Rain,Moderate,2017-12-19,47.4447,-122.3144,Seattle,WA
720,Rain,Light,2017-12-20,30.3959,-81.4229,Jacksonville,FL
721,Fog,Severe,2017-12-21,46.1155,-122.8927,Kelso,WA
722,Snow,Light,2017-12-22,39.7945,-105.7639,Granby,CO
723,Fog,Moderate,2017-12-23,27.3496,-98.7369,Hebbronville,TX
724,Snow,Light,2017-12-24,38.6446,-88.9612,Salem,IL
725,Fog,Moderate,2017-12-25,43.9888,-76.0262,Hounsfield,NY
726,Snow,Light,2017-12-26,43.3504,-76.3832,Fulton,NY
727,Rain,Light,2017-12-27,31.8872,-81.5624,Fort Stewart,GA
728,Cold,Severe,2017-12-28,44.0556,-75.7195,Fort Drum,NY
729,Snow,Light,2017-12-29,42.2068,-75.9799,Johnson City,NY
730,Snow,Light,2017-12-30,41.4482,-90.5236,Milan,IL
731,Fog,Moderate,2017-12-31,30.3934,-86.4674,Destin,FL
732,Snow,Light,2018-01-01,41.1795,-78.8933,Reynoldsville,PA
733,Rain,Light,2018-01-02,27.4981,-80.3767,Fort Pierce,FL
734,Rain,Light,2018-01-03,28.4676,-80.5666,Patrick AFB,FL
735,Snow,Light,2018-01-04,43.9888,-76.0262,Hounsfield,NY
736,Fog,Severe,2018-01-05,36.5905,-121.8487,Monterey,CA
737,Fog,Severe,2018-01-06,38.7007,-121.5948,Sacramento,CA
738,Fog,Severe,2018-01-07,38.2132,-122.2807,Napa,CA
739,Storm,Severe,2018-01-08,39.7945,-105.7639,Granby,CO
740,Rain,Light,2018-01-09,36.9599,-113.0139,Colorado City,AZ
741,Rain,Light,2018-01-10,33.6123,-111.9232,Scottsdale,AZ
742,Rain,Heavy,2018-01-11,29.505,-95.4765,Rosharon,TX
743,Rain,Light,2018-01-12,44.0556,-75.7195,Fort Drum,NY
744,Fog,Severe,2018-01-13,43.3504,-76.3832,Fulton,NY
745,Fog,Severe,2018-01-14,46.1155,-122.8927,Kelso,WA
746,Snow,Light,2018-01-15,38.428,-105.1058,Penrose,CO
747,Snow,Light,2018-01-16,32.0311,-96.3989,Corsicana,TX
748,Rain,Light,2018-01-17,46.1155,-122.8927,Kelso,WA
749,Fog,Severe,2018-01-18,40.8193,-76.8658,Selinsgrove,PA
750,Fog,Severe,2018-01-19,33.7963,-118.0418,Los Alamitos,CA
751,Fog,Severe,2018-01-20,28.0837,-97.0466,Rockport,TX
752,Rain,Light,2018-01-21,32.7092,-96.2674,Terrell,TX
753,Rain,Light,2018-01-22,29.6375,-95.2824,Houston,TX
754,Rain,Moderate,2018-01-23,47.4903,-122.7648,Port Orchard,WA
755,Snow,Light,2018-01-24,40.2031,-87.5897,Bismarck,IL
756,Snow,Light,2018-01-25,40.3149,-78.8307,Johnstown,PA
757,Rain,Light,2018-01-26,29.2543,-96.1544,Wharton,TX
758,Rain,Light,2018-01-27,38.1462,-89.7024,Sparta,IL
759,Fog,Severe,2018-01-28,36.3797,-88.9857,Union City,TN
760,Rain,Light,2018-01-29,28.4739,-82.4537,Brooksville,FL
761,Snow,Light,2018-01-30,40.3149,-78.8307,Johnstown,PA
762,Rain,Light,2018-01-31,32.699,-94.9489,Gilmer,TX
763,Rain,Light,2018-02-01,42.1534,-79.258,Jamestown,NY
764,Rain,Light,2018-02-02,46.1155,-122.8927,Kelso,WA
